InspectionID,DefectCategory,SeverityWeight,TranslatedText,VaderCompound
62422,Logistics Issue,3.0,"To date I have not received the merchandise, and when I enter to track the delivery the data are not updated, in short I can not know anything about the delivery.",0.0
62423,Quality Issue,2.82,I only found them very weak even with the low price I thought it was a promotion and not small and fragile towels,-0.6478
62429,Fulfillment Error,3.09,"I recommend the product, but I have a call to make reference to the place that sent me the products, because they sent me the shampoo and the ampoles on the date of the very next win, already on 10/2017.",0.8109
62438,Fulfillment Error,3.77,The lost products only the red sheet game arrived and in the tax daughter-in-law came the description of two bed games and only one came and missing the black and are towels.,-0.5423
62441,Fulfillment Error,3.56,I would like to know only in the illustrative image of the product is with 6 combs for cutting in the wahl machine and only came 4 combs that is my doubt if you will send the rest of the combs,-0.128
62447,Logistics Issue,2.79,Product not delivered within the promised deadline! Still awaiting delivery of the product.,0.4199
62484,Quality Issue,3.0,"Bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad, bad",-0.9998
62486,Logistics Issue,3.0,The delivery time is very long,0.0
62498,Logistics Issue,3.0,"Besides a huge delay in delivery, but that I already knew of the 15 days, when it comes time to deliver they claim not to have in stock. they had 3 weeks to provide me the product and now they do not have",0.0
62506,Logistics Issue,3.24,"I DON'T RECOMMEND THE COMPANIES RECEIVED THE MONEY, HE DIDN'T COMPLETE THE TIME, AND HE SAID THAT HE HAD TO CANCEL THE SALE BECAUSE HE DIDN'T HAVE THE PRODUCT IN STOCK.",-0.4784
62508,Fulfillment Error,3.5,"Divergence I bought 02 books, and only 01 was delivered",0.0
62521,Fulfillment Error,3.5,Exelent store,0.0
62523,Logistics Issue,3.0,THE PRODUCT WAS NOT DELIVERED,0.0
62530,Logistics Issue,2.56,"I have a question, to take but I don't know who can help me, about the delivery happened all right within the deadline, my congratulations",0.872
62531,Logistics Issue,3.05,Vague delivery,-0.1027
62541,Not a Defect,0.0,Now it's testing the product and checking if it's in perfect working order.,0.5719
62543,Not a Defect,0.0,"Sells unavailable product, does not solve the customer's problem, does not answer the emails.",-0.5093
62544,Fulfillment Error,3.64,I didn't like it. They didn't give me an explanation. I bought a product.,-0.2755
62547,Fulfillment Error,3.92,"I hate the product, it's broken, all around and without any grace and beauty, I've already called for cancellation, I'm waiting for orders, I've complained on a specialized website and I intend to sue a lawsuit.",-0.8373
62554,Logistics Issue,3.0,Late delivery I'm waiting for the delivery you're already late,0.0
62556,Logistics Issue,3.26,The carrier the store has chosen is very incompetent yet has not delivered the product,-0.5256
62557,Not a Defect,0.0,Product came with defect. I emailed requesting the return of the product and Lannister asked me to contact the shopkeeper. I did this but the shopkeeper did not respond.,-0.1779
62563,Service Defect,1.99,A big disrespect. I want my money back. I bought it on the Lannister website for credibility and not on the targaryen website. So I hope my problem is solved by the Lannister.,0.0202
62569,Fulfillment Error,3.8,I got the wrong product!!!,-0.6093
62580,Fulfillment Error,3.7,I've had a problem with a Nespresso machine that I bought and then they told me that your partner didn't have it.,-0.4019
62593,Logistics Issue,3.0,my product has not arrived!!!!!!!!,0.0
62600,Logistics Issue,3.0,delivery out of time,0.0
62614,Logistics Issue,3.14,I don't recommend I didn't get it. It's taking too long.,-0.2755
62618,Logistics Issue,3.0,"I made the request and accompanying was informed the delivery of the product, where it did not occur so far!",0.0
62632,Logistics Issue,3.0,I bought five curtains and only delivered two.,0.0
62637,Quality Issue,2.67,"The product came with a defect, it's not calling.",-0.34
62641,Fulfillment Error,3.42,"I'm waiting for a solution because I bought a kit with 2 products, each of 1000 ml. But I received 300 ml each",0.1655
62642,Not a Defect,0.0,No comments. Okay.,-0.434
62644,Logistics Issue,2.92,Product ok but it took a long time to deliver,0.1531
62645,Logistics Issue,3.01,"I had to wait beyond the deadline promised by the product, which left me dissatisfied.",-0.0258
62667,Not a Defect,0.0,"I received e-mail informing ""Unforeseeable during the delivery of the order"" and I had no contact only automatic e-mails I want to know what happened with the delivery and I want my money back",-0.1531
62669,Not a Defect,0.0,"Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good",1.0
62673,Fulfillment Error,3.27,"I just got the varao, I didn't get the cortina, so please tell me when I get the cortina.",0.4572
62674,Not a Defect,0.0,"my order didn't arrive already I searched the mail, there was nothing left, and when I track only it knows that it is on its way, more the date and still the day 20/03 and it doesn't change anything, I want information",0.0772
62676,Fulfillment Error,3.82,"Finish I'm trying to get in touch with the stark to check the exchange of the same, because it came with finishing defect, but I didn't succeed in talking to some attending representative of the e-commerce",-0.63
62677,Logistics Issue,2.78,"I didn't get any merchandise, it was good to buy Lannister.",0.4404
62697,Fulfillment Error,3.46,I want to give it back because I got something I didn't ask for.,0.0772
62705,Fulfillment Error,3.82,"I received products different from the advertised and worse than 02 und purchased I received only 01 und. I did not like, I asked for the return of the money.",-0.6381
62706,Fulfillment Error,3.5,"I bought three toners, but I only got two.",0.0
62712,Logistics Issue,3.0,"I have long been in contact with the Lannister for information that the status of the product is the same since day 02/12, they asked to wait for the forecast, which would be 27/12. I continue without the product",0.0
62718,Logistics Issue,3.0,My stuff hasn't arrived yet.,0.0
62719,Fulfillment Error,3.65,"I bought two units of the product and only one arrived, and I have no news of the other.",-0.296
62752,Fulfillment Error,3.82,Reasonable The product was delivered within the deadline but came with the broken lid and the product leaking,-0.631
62756,Fulfillment Error,3.85,"I got it on time, but it wasn't the product I ordered. I just didn't give it back for lack of time. But it's the first time I buy this site and it comes wrong product. But you'll be fine with the product, mt obliges",-0.7096
62760,Logistics Issue,2.92,"I'll probably avoid buying again, because the delay in delivery is too great.",0.1531
62765,Not a Defect,0.0,I didn't receive any product or satisfaction about it I sent five requests about how it could proceed and I didn't get a return. Product has already been paid and hasn't arrived.,0.4404
62772,Quality Issue,2.9,Bad material totally bad and different from the photo I want to know how to make the exchange,-0.7902
62774,Fulfillment Error,3.28,"I don't know why the SPORT BLACK LED RELOGY wasn't delivered to me in the same package, since the tracking and ordering code were the same. I hope to receive it shortly.",0.4404
62775,Logistics Issue,2.9,"I haven't received my product yet, waiting for an urgent return",0.2023
62778,Not a Defect,0.0,Product does not work The product belt is not working.,0.0
62779,Not a Defect,0.0,3,0.0
62781,Not a Defect,0.0,Great Very good product was delivered before deadline,0.807
62786,Quality Issue,2.4,ok Product is not original. Bad quality and faulty (makes the load oscillating),0.1994
62800,Logistics Issue,2.76,"I've already imagined for the price it would be lower, but I was hoping to use a little less continuously...",0.4767
62827,Logistics Issue,3.11,"I can no longer wait for my product, a lack of commitment to the customer.",-0.2263
62838,Service Defect,2.16,lack of tel contact I can never talk to the Lannister stores,-0.3182
62841,Not a Defect,0.0,"thank you, for the product",0.3612
62845,Logistics Issue,2.82,I promised to deliver until 24 August and 26 August I didn't receive it.,0.3612
62849,Quality Issue,2.5,Poorly resistant material.,0.0
62850,Fulfillment Error,3.71,Oh my product came missing person and I can't solve,-0.4199
62866,Fulfillment Error,3.82,"Wrong product I bought a round brown carpet I got a rectangular blue, good quality product but wrong",-0.6428
62876,Logistics Issue,3.24,I didn't get the product In addition to not reaching the deadline I can't track... it just says that there are difficulties in the whole and nothing!,-0.4738
62881,Logistics Issue,2.86,"I received a product ""equivalent"" to what I requested. Due to the long time it takes to deliver the purchases, I will not stress myself trying to exchange the product. I do not recommend that you buy lannister.COM!!!",0.2728
62892,Fulfillment Error,3.5,The Finishing of the fringes is not the same as the photo of the product on the website!,0.0
62893,Logistics Issue,3.35,Delivery Bad service. I didn't even get an explanation for this 1 MONTH delay. I never shop for the Lannister again.,-0.7003
62898,Fulfillment Error,3.5,"I'm trying to enforce the exchange request on the site, but there's always an unavailable system message.",0.0
62908,Fulfillment Error,3.64,"The product has not been delivered and I want the estorn of my purchase, without saying that I have no contact number with the targaryen.",-0.2783
62921,Logistics Issue,2.79,"I am pissed off gives life, because I bought a universal creatine in the promotion 200g+200g free in the value of R$69.90. Then I increased the purchase to 2 items, that is, 4 units would arrive. Then came only 2.",0.4215
62922,Logistics Issue,3.0,"The delivery forecast for the emu product was 23/03, today is day 29 and nothing. I got an answer but I didn't get it.",0.0
62929,Logistics Issue,3.0,So far I have not received the product,0.0
62937,Logistics Issue,3.0,"The deadline for delivery of the product was until day 13/04, which was not extended by the seller.",0.0
62944,Not a Defect,0.0,"Pure lannister deception has partners who are trusted, so don't count on me anymore!",0.126
62948,Fulfillment Error,3.32,"I bought a chair without an arm, motive, to fit under the table, they handed me over with an arm.",0.3612
62957,Logistics Issue,3.0,"I can't evaluate it yet, because I didn't get the product.",0.0
62968,Logistics Issue,2.95,"It's already been charged on my credit card, but so far, they haven't delivered the products and now?",0.1027
62979,Quality Issue,2.04,"Only the fabric is very thin, more beautiful my girls loved, delivered before the deadline very good!",0.916
62980,Fulfillment Error,3.64,I do not recommend Film Baseus 3D Arc Tempered Glass Galaxy Note 8 is not sent to me from the iphone SE,-0.2755
62981,Fulfillment Error,3.84,"Bad product didn't meet my expectations, and very fragile. I don't recommend it.",-0.6818
62987,Not a Defect,0.0,"The information on the Lannister sites is unreal, they say that the mail had an unforeseen, but in response when questioned they say that it is carrier. They must pass us correct information.",-0.1531
62996,Quality Issue,2.5,"craft product, I should have done it myself. It wasn't the same as the photo on the site",0.0
63000,Fulfillment Error,3.85,"Bad product! Those that are sold in the shops of 1.99 may be more satisfying! And still came a broken, even being well packed, i.e. you can think that it has already been stored broken",-0.7087
63006,Not a Defect,0.0,Good product and arrived on time!,0.4926
63015,Logistics Issue,3.14,"I've always bought it from you before I had no problem with the delivery, but this time I don't even know what happened, there's no information on the tracking.",-0.2894
63019,Fulfillment Error,3.72,"Unfortunately the product came with defect. I accessed the site of the ""lannister"" informing that I want to return the product because of the same came with defect, but it seems I speak with a machine.",-0.4497
63039,Not a Defect,0.0,"Product as expected and delivered within the deadline, continue like this.",0.3612
63043,Logistics Issue,3.0,I bought almost a month and I haven't received the product yet.,0.0
63053,Logistics Issue,2.72,It could improve the delivery time for the holy spirit...,0.5574
63064,Fulfillment Error,3.63,"Wrong product. I got it on time, but another product came, which wasn't what I had bought.",-0.2617
63090,Critical Failure,5.0,"Product advertised as original, however it is a fraud, the product is pirate, the printer does not identify the cartridge and does not allow the visualization of the amount of ink.",-0.4881
63094,Fulfillment Error,3.37,Problem with the purchase! Look at it if you hadn't just placed one piece and I bought 2! I really hope someone solves this my problem pq I'm paying for 2 products and using only 1!,0.2576
63096,Logistics Issue,3.18,"The product took a long time to be delivered, the Site stark made a big mess in my purchase and took a long time to get this product to my home.",-0.3612
63102,Logistics Issue,2.68,"I bought two support mats for the glass, I paid for the two units and they gave me only one. So far I'm waiting for a position. Thank you, Hélder.",0.6369
63103,Logistics Issue,3.15,It takes too long for a product without quality that came all folded and marked. No comment.,-0.296
63113,Fulfillment Error,3.79,"I didn't get the cone support product, I got a totally wrong all broken. I want my money back.",-0.5799
63115,Quality Issue,2.21,Quality I inform you that the drilling of the parts does not match and I have to make an adaptation to put the parts. But in general I am satisfied.,0.5719
63117,Fulfillment Error,3.5,the product purchased is not what I expected...,0.0
63121,Fulfillment Error,3.5,"Waiting I'm waiting for the double of paintings, because only the curtains were delivered!! After receiving, I alter my evaluation!!!",0.0
63126,Logistics Issue,2.75,"I haven't had an answer yet about the refund of the amount paid, I'm waiting for answers about my request, if I don't have an answer I'll put a pretty big note on the claim here.",0.4939
63136,Fulfillment Error,3.16,"The assembly manual didn't come along with the order, when you set up the house you should take care not to move too much, because it unpacks easily. I had to buy a wooden glue to stay firm.",0.6808
63141,Logistics Issue,3.42,So far the product has not been delivered. I do not recommend to anyone to buy by stark. And it is no use putting the blame on the terrible service that the Post Offices have been providing.,-0.8321
63144,Logistics Issue,3.0,"My product was to be delivered on 13.04.18 They didn't deliver, they gave no reason.I want my value paid back and I can't. I'm taking it to Procon",-0.0057
63170,Quality Issue,2.5,The backrest screen was pierced. The chair looks fragile and hangs to the sides when you sit on it.,0.0
63171,Quality Issue,2.12,"very beautiful, since I haven't installed yet, the more I get on time and very well packed",0.764
63178,Not a Defect,0.0,I didn't like it.,-0.2755
63185,Logistics Issue,3.0,"The product took a long time to arrive, and the pot of putting ration came a little kneaded,",0.0
63197,Logistics Issue,3.0,"I always bought at the stark and the delivery was always fast, but now this product has not been delivered.",0.0
63200,Logistics Issue,3.0,"The product hasn't arrived yet, I sent an email to the store and they didn't even respond.",0.0
63202,Fulfillment Error,3.28,"I bought this product in blue p/ give as a gift. Upon receiving it I saw that the product came in red, different from the purchase made and what is in the nfiscal because the product is informed c/ color blue.",0.4404
63214,Logistics Issue,3.0,I didn't get the product!,0.0
63220,Fulfillment Error,3.5,Incompatible cable board Nano Titanium.,0.0
63225,Fulfillment Error,3.74,I got the wrong product.,-0.4767
63226,Critical Failure,5.0,I didn't get the product,0.0
63232,Logistics Issue,3.0,I haven't received the product yet,0.0
63256,Not a Defect,0.0,I'm trying to get in touch with the website and I can't.,0.0
63261,Critical Failure,5.0,I didn't get my products.,0.0
63262,Logistics Issue,2.86,"Very good price, but the delivery time is very long.",0.2724
63270,Major Product Issue,4.2,The movie's been hacked.,-0.4019
63281,Fulfillment Error,3.5,"The balaclavas came in, but he didn't check the cover of PS4.",0.0
63289,Logistics Issue,3.0,I haven't gotten the glasses yet.,0.0
63301,Logistics Issue,3.0,I received only one box containing a pip and the other one until now has not arrived...I have tried to make the return of that which I have received and until now I have not obtained an answer.,0.0
63312,Fulfillment Error,3.35,"I bought two controls, it took almost a month to arrive and came only one control, where's the other?? 68 real for one control?? I bought two, I want the other",0.3094
63319,Fulfillment Error,3.5,"I bought a 1L revlon shampoo and arrived a 300ml revlon shampoo, and I bought and paid the 1L shampoo.",0.0
63326,Fulfillment Error,3.76,"I'm sending email no more does not answer me, how do I do it? They'll send me what's missing or refund me because in my tax bill came charging the two",-0.5267
63327,Fulfillment Error,3.87,Wrong product Wrong product,-0.7351
63330,Not a Defect,0.0,Good!,0.4926
63333,Fulfillment Error,3.77,"Deceptive propaganda, a pity that Lannister represents this product, stellionate, birds made a home on the device, it doesn't work!",-0.5411
63335,Fulfillment Error,3.5,3 I bought 2 small thefts and paid and came only 1 theft of 50 units I bought 2 thefts for came 100 units and came only 1,0.0
63346,Fulfillment Error,3.65,"The delivery of the other one from another hook is still missing, I only received one",-0.296
63352,Fulfillment Error,3.16,they changed the series of the bonec Hello good afternoon n came the doll series 2 and yes the series 3,0.6808
63353,Not a Defect,0.0,partnership without responsibility,0.0
63354,Fulfillment Error,3.5,I found the size too small,0.0
63360,Logistics Issue,3.29,"(tense) you had more than 10 shops to min choose which to buy, I pitied by the Lannister for being a shop known delivery was to day 22/01/2018 . today is already 24/01/2018 because I bought day 06/01/18",-0.5719
63371,Logistics Issue,3.0,"The product was to be delivered December 27, so far have not been delivered.",0.0
63383,Logistics Issue,3.38,I don't recommend this company to anyone pos she didn't fulfill her obligation I'm very upset with her,-0.7513
63389,Logistics Issue,2.69,The product is of great quality only that I had to look in the post office and did not go to my residence,0.6249
63401,Quality Issue,2.2,"The product arrived in time, and with all the pieces, but some came with the pied or very dried bristles, and some brushes are very repeated. Apart from that the product is good",0.5927
63406,Logistics Issue,2.96,Dissatisfied I made the purchase of my son's baby cart in advance thinking that I would arrive in good time and find myself in a situation where I can't return my money and I can't receive the product,0.0772
63408,Service Defect,2.33,"Lack of communication Not a phone where we can talk about the wrong data, and by email I did not get an answer",-0.6597
63409,Not a Defect,0.0,I received the product,0.0
63411,Not a Defect,0.0,No comments!!! Great service ameiiiiiii.,-0.7484
63419,Logistics Issue,2.95,"I still await positioning on the product, because the same is under the status ""Awaiting tax note"" since the day 09/02, and its delivery was scheduled for 23/02.",0.1027
63425,Logistics Issue,3.0,I received my request only partially. I bought two units but only one arrived.,0.0
63426,Logistics Issue,3.0,Linda.Quick delivery...congratulations,0.0
63436,Quality Issue,2.82,"I got it, but I didn't like the product, I found it very low quality. I want to give it back.",-0.6491
63438,Fulfillment Error,3.5,Led Burned A watch came with some Led Burned.,0.0
63439,Fulfillment Error,3.36,"Well, I just thought the lids were black.",0.2732
63444,Not a Defect,0.0,"Do not buy this product, very badly finished, came finishing with holes in the foot of the chair, finishing of the back with wrong holes and badly cut apart from the fragility of the backrest. I do not recommend it.",-0.9153
63453,Critical Failure,5.0,"I have not received my merchandise, the product is already paid and I have not received any notice about the delay. So far I do not even know if I will receive my purchase!",-0.3802
63459,Quality Issue,2.9,"I do not recommend Good night, the product came with defect, in an hour of use I realized that one of the buttons was no longer on the clock (dropped), very fragile, led AM is not on, the numbers 7 and 8 light together",-0.7973
63472,Logistics Issue,3.17,"The deadline is over and I haven't received my order. I'm still waiting for a return from the store. Marry the customer, I would never buy it again and I don't recommend it to anyone!",-0.3404
63474,Fulfillment Error,3.5,"I bought three bottles of medicine, only two arrived, a little case, I want my restitution, or I'm going to go to court.",0.0094
63483,Critical Failure,5.0,I DIDN'T GET THE PRODUCT,0.0
63497,Logistics Issue,3.0,It's been a long time since the product was purchased and so far I haven't received it.,0.0
63502,Not a Defect,0.0,kd the product kd the companion product,0.0
63503,Fulfillment Error,3.73,"Unsatisfied with the purchase I liked the punctuality, the merchandise, but unfortunately the product was not delivered all. I ordered 2 kits and sent me only one. How do I receive the rest?",-0.4678
63504,Logistics Issue,3.0,"I got three, I got two with a fissal score of three, and I'm still waiting for the third.",0.0
63514,Fulfillment Error,3.5,"incomplete I received only one of the items of the order, the second item ""Boottner Queen Mesh 200 Marine Cipestre"" was not delivered. I am waiting for a reply from the store.",0.0
63518,Logistics Issue,3.0,My product is showing that I'm still in transport.,0.0
63522,Logistics Issue,3.22,This is discouraging.,-0.4404
63523,Logistics Issue,3.15,"I only bought it because I'm in no hurry, because the delivery time is too high.",-0.296
63530,Logistics Issue,3.17,"The product reached my expectations, only a matter of time before delivery, but it was worth the penalty.",-0.34
63537,Fulfillment Error,3.79,"Lack of a piece The product was delivered within the deadline, but there was a missing item. I immediately contacted the Lannister who told me to get in touch with you and return me. But so far nothing!",-0.5778
63545,Not a Defect,0.0,"Product with defect, after contact with targaryen, waiting to send a message for exchange of the same.",-0.34
63549,Fulfillment Error,3.66,I didn't get one of the pendants (kit with 2). I emailed questioning and still didn't get an answer!!!,-0.3129
63554,Fulfillment Error,3.55,I sent two emails questioning pq I received only one product of the 3 I acquired. I'm waiting for return.,-0.1027
63560,Logistics Issue,3.0,"My product didn't come My product didn't come and I needed it, I'm going to process!",0.0
63584,Logistics Issue,3.0,It takes a long time.,0.0
63588,Quality Issue,2.7,product received but I didn't like the taste and texture of it,-0.395
63590,Fulfillment Error,3.81,Tablet I received the product used I am trying to exchange but without success.,-0.612
63598,Not a Defect,0.0,"Good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good, good",0.9998
63602,Quality Issue,2.44,"Quality. I received, but it is not original. They should be more transparent, pq on the site is noting that it is an original piece.",0.1298
63604,Logistics Issue,3.15,the product was planned to arrive day 10/11 until hj still n received nothing... I need urgent!!,-0.2905
63619,Not a Defect,0.0,The product was delivered on the correct date.,0.0
63626,Logistics Issue,3.0,Refund How do I get the refund since I did not receive the product ?,0.0
63631,Not a Defect,0.0,"I'll be all right, okay?",0.2263
63632,Logistics Issue,3.0,I just thought it was a little bit more than that. It's what the description says anyway.,0.0
63633,Fulfillment Error,3.74,Wrong product I did not receive the product I bought,-0.4767
63638,Not a Defect,0.0,I recommend,0.3612
63640,Not a Defect,0.0,I got it within the deadline.,0.0
63651,Fulfillment Error,3.65,I got inside the sealed packaging only one product and I bought two products. I called the plant and said that they would find out my complaint. I always buy on other sites and it never happened.,-0.296
63660,Major Product Issue,4.36,Damages on the shelf I received the product within the deadline but the same was broken,-0.7269
63670,Fulfillment Error,3.44,Product not received I received part of the order. Only the whey. The creatine did not come. I emailed asking about what happened and year I had an answer!,0.126
63671,Logistics Issue,3.0,"So far, it hasn't been delivered.",0.0
63672,Logistics Issue,3.16,"Delay in delivery There are many wrapped to make delivery of the product, so far I have not received the product.",-0.3182
63674,Fulfillment Error,3.34,The embroidery part came all deformed takes place that the holes are huge have others that are too closed tdu disproportionately,0.3182
63677,Service Defect,1.95,I'm going to complain on social media (I don't know how this store still works) it's better to close with a service,0.1027
63680,Fulfillment Error,3.51,"Golden Waffle 3 / Request: I bought acuvue lens oasis + 6.00 and delivered -6.00 (myopia) On the site this 8.00 which is the same as +6.00 (positive), if I had the negative signal I would not have bought. Now I need to return for exchange",-0.0258
63689,Quality Issue,2.58,I didn't like the idea that it was a beautiful fabric curtain. And yet it's nylon and very badly finished and fragile.,-0.1538
63694,Logistics Issue,3.0,"I ask to check, because so far product has not been delivered",0.0
63704,Major Product Issue,4.12,All four rugs have been torn apart.,-0.25
63709,Not a Defect,0.0,"I believe the mistake was the seller's, not the stark's.",-0.34
63716,Not a Defect,0.0,They did not provide the tax note n recommendation,0.0
63719,Fulfillment Error,3.21,"clock arrived without the plastic that protects glass from the clock,more generally I recommend",0.5859
63735,Not a Defect,0.0,I'm very dissatisfied!,-0.4914
63737,Fulfillment Error,3.22,"In the Image shows the image of the butterfly camera(ok), power cable(ok), positive wire video cable (red) to be connected to the re wire of the dvd device(simple cable saw), glass saw did not come t",0.5574
63738,Quality Issue,2.91,sofa cover very horrible bad quality,-0.8211
63739,Major Product Issue,4.0,"The order arrived on time, however it came with marks of use, without the accessories and that is not correct. I have already contacted immediately and I have not been answered.",0.0
63745,Quality Issue,2.69,Produces a crap. Little bit too much and some pieces don't fix each other.,-0.3818
63746,Not a Defect,0.0,"I didn't get the product, I had to pick it up in the post office, and when I got there, there was no product, just an envelope with a tax note, I'm waiting for a solution.",0.0258
63751,Critical Failure,5.0,I didn't get the product I didn't get the product I bought and paid for,0.0
63759,Not a Defect,0.0,Good.,0.4404
63761,Not a Defect,0.0,You've met your expectations.,0.0
63762,Fulfillment Error,3.16,"Purchase request Satisfied with the supplier and delivery time. However, I want to make the exchange, the product is not what I imagined. Thank you for your attention.",0.6808
63763,Not a Defect,0.0,Good.,0.4404
63788,Fulfillment Error,3.5,"1 product not delivered I bought 2 products and only 1 arrived, waiting to return from Lannister stores about it.",0.0
63795,Fulfillment Error,3.65,Checks are missing,-0.296
63806,Logistics Issue,3.0,"I can't rank yet, because I didn't get the product... waiting!!",0.0
63814,Major Product Issue,4.43,Damaged product I received the product with the box all violated and the product came with failure in height adjustment,-0.8625
63826,Logistics Issue,3.36,Mail didn't deliver the product to my residence. I had to ask someone else to pick up the product and still above the product came wrong. Regrettably.,-0.7269
63835,Fulfillment Error,3.32,"the luminaires is beautiful, but I bought and paid 3 luminaires, only it was delivered only one luminaires",0.3506
63838,Fulfillment Error,3.5,"I ordered and paid for two products, I got an email I can't get back from my letter6",0.0
63840,Logistics Issue,3.0,"Product not arrived Hello, product returned to CD, will I receive a refund?",0.0
63847,Logistics Issue,3.0,"I'm waiting for the delivery, so far nothing, and it's already past the deadline.",0.0
63850,Logistics Issue,2.93,I DIDN'T RETURN AND I DIDN'T GET THE GOOD WITH MORE THAN 20 DAYS OF APPROVED APPLICATION,0.1492
63854,Fulfillment Error,3.5,"Only a transparent cape came in, the smoke didn't come in.",0.0
63855,Fulfillment Error,3.86,I got the wrong damaged product badly packed and seems to have been opened. It looks like the product has already been used. I want the product right. Alice number 49 funko pop vinyl. I got the 176.,-0.7184
63856,Fulfillment Error,3.5,"I ordered two products, came only one",0.0
63867,Not a Defect,0.0,I bought and did not receive the product,0.0
63868,Not a Defect,0.0,"lack of respect for the consumer, after all completed, they apologize for not delivering ...never again ..the Lannister website can have any connection with that kind of seller,,",0.296
63901,Fulfillment Error,3.45,I ordered the 8x1 printing machine and came only the shirt press missing the rest of the items please I want to exchange or return the product,0.1027
63909,Logistics Issue,3.15,"Until today the request did not come in contact with you and has no position, to pass.",-0.296
63911,Critical Failure,5.0,Product returned to seller,0.0
63918,Not a Defect,0.0,"Okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay.",0.9984
63920,Logistics Issue,3.0,Very long delivery time.,0.0
63938,Fulfillment Error,3.5,I just got 01 items.,0.0
63942,Logistics Issue,3.35,"Unfortunately I did not receive the product, for failure of information with delivery company; I received notice of the mail after the product has returned to the company, being unable to withdraw.",-0.6908
63944,Logistics Issue,3.16,Goods not delivered. Goods in delay. xxxxxxxxx,-0.3182
63947,Quality Issue,2.66,"It lacked more care with the box and the product came damaged, not worrying, but still it is a defect.",-0.315
63948,Logistics Issue,2.89,Product not delivered Product not delivered and no explanation given.,0.2235
63955,Logistics Issue,3.0,I haven't received the product yet. I've bought it for almost thirty days.,0.0
63956,Not a Defect,0.0,The company sells without having the product to deliver.,0.0
63960,Fulfillment Error,3.83,Delivery missing product! The purchase made was of 6 ivory organizing boxes and 6 malancia organizing boxes. Unfortunately only 6 ivory organizing boxes were delivered!I want the products or money back!!!,-0.6671
63965,Fulfillment Error,3.5,"In the ad made on the website each kit contains a fuse roll and a presser, ordered two and came only one in the box, in the tax note was marked two kits.",0.0
63967,Fulfillment Error,3.55,"Positive point was delivery. Very fast. Negative point of negotiation, for me would be the main, I bought the mixed beige carpet, he came a beige close to a yellow.",-0.0972
63971,Not a Defect,0.0,"We haven't opened yet, because it's a Christmas present.",0.0
63988,Logistics Issue,3.0,I haven't got the product yet.,0.0
63991,Quality Issue,2.18,I didn't like the material I was hoping for a better material.I didn't like it.I was hoping for a quality chandelier.,0.6463
64001,Logistics Issue,2.91,In my opinion it has to improve a lot there is a lot of confusion at the time of delivery it takes a lot to arrive the product while on the other sites it is much faster,0.1779
64002,Not a Defect,0.0,"I never received the product, entered with the refund application and was ignored!",-0.3802
64009,Logistics Issue,2.82,Would you like to know when my product will arrive?,0.3612
64014,Logistics Issue,2.66,"It's taking a long time, I just hope it doesn't hurt.",0.6884
